Bundestagswahl 2013
Endgültig
Nr;Gebiet;gehört;Wahlberechtigte;;;;Wähler;;;;Ungültige;;;;Gültige;;;;CDU;;;;SPD;;;;FDP;;;;DIE LINKE;;;;GRÜNE;;;;CSU;;;;PIRATEN;;;;NPD;;;;Tierschutzpartei;;;;REP;;;;ÖDP;;;;FAMILIE;;;;Bündnis 21/RRP;;;;RENTNER;;;;BP;;;;PBC;;;;BüSo;;;;DIE VIOLETTEN;;;;MLPD;;;;Volksabstimmung;;;;PSG;;;;AfD;;;;BIG;;;;pro Deutschland;;;;DIE RECHTE;;;;DIE FRAUEN;;;;FREIE WÄHLER;;;;Nichtwähler;;;;PARTEI DER VERNUNFT;;;;Die PARTEI;;;;B;;;;BGD;;;;DKP;;;;NEIN!;;;;Übrige;;;;
156;Bautzen I;14;223726;237786;;;155255;154966;;;3252;2907;3242;2573;152003;152059;152013;152393;74794;64325;69335;59103;17268;16870;18502;18906;3948;17755;4723;20969;32452;38241;30290;37144;3709;6505;4249;6431;;;;;3035;;3109;;7270;8363;6271;7597;;;;;;;;527;;;;;;;;;;;;;;;;;;;;;;;;;;;202;1268;;;;;;;146;448;;;;;;;;;;;10811;;;;;;;;905;;;;;;;;;;4517;;3470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5010;;;;
157;Görlitz;14;223614;238958;;;152944;149737;;;3261;2750;2983;2590;149683;146987;149961;147147;74204;62338;66106;55015;22741;17005;18839;18569;2442;13935;4185;19223;29550;35786;29380;36231;5045;7381;5044;7004;;;;;3878;;3259;;8323;7842;6360;8035;;;;;;;;540;;;;;;;;;;;;;;;;;;;;;;;;;2069;2700;685;2117;;;;;;;172;413;;;;;;;;;;;12331;;;;;;;;1023;;;;;;;;;;;;2577;;;;;;;;;;;;;;;;;;1431;;;;;;;;;;;;;;;;
158;Sächsische Schweiz - Osterzgebirge;14;207752;215674;;;147427;141214;;;2656;2454;2452;2254;144771;138760;144975;138960;72644;62530;66673;56001;15442;16194;15865;16725;2628;15292;4655;19910;27571;28233;24848;28970;4244;6378;5158;7346;;;;;2779;;2980;;9625;7983;7370;7717;;;;;;;;412;;;;;;;;;;;;;;;;;;;;;;;;;1456;2150;522;1621;;;;;;;112;258;;;;;;;;;;;11417;;;;;;;;670;;;;;;;;;;8382;;4705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Dresden I;14;233382;230676;;;173167;157220;;;2802;2007;2031;1773;170365;155213;171136;155447;72537;56749;68192;53247;25321;25959;26440;24373;3305;14818;5243;20574;42599;37180;32505;34171;10429;13668;13517;16961;;;;;5217;;6086;;5196;3851;3888;3980;;;;;;;;281;;;;;;;;;;;;;;;;;;;;;;;;;1180;1575;457;1563;;;;;;;179;297;;;;;;;;;;;11814;;;;;;;;402;;;;;;;;;;4316;;2413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;265;1413;;;
160;Dresden II - Bautzen II;14;235691;231247;;;173489;154609;;;3091;2328;2296;2012;170398;152281;171193;152597;71227;55401;66092;51621;25150;22268;23943;21518;3471;18204;5405;21783;32588;29679;31059;30870;16650;18871;16304;19978;;;;;7841;;7508;;5849;4389;4590;4501;;;;;;;;366;;;;;;;;;;;;;;;;;;;;;;;;;852;1597;400;1569;;;;;554;436;273;391;;;;;;;;;;;11930;;;;;;;;439;;;;;;;;;;6216;;3250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1436;;;
161;Mittelsachsen;14;210677;223149;;;145578;143690;;;2592;2294;2204;2123;142986;141396;143374;141567;74209;61579;64971;54525;22079;20800;19070;18677;3203;14032;4933;19726;29079;32744;29525;34630;4583;5921;4703;6208;;;;;3131;;3042;;6702;6320;5305;6200;;;;;;;;483;;;;;;;;;;;;;;;;;;;;;;;;;;;207;803;;;;;;;139;315;;;;;;;;;;;8997;;;;;;;;634;;;;;;;;;;;;1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;Chemnitz;14;201249;205652;;;135876;136100;;;1701;1716;1348;1603;134175;134384;134528;134497;55909;45876;52380;41081;28101;27060;23558;22991;2724;12106;3865;17147;31992;37433;31014;38448;6475;8109;7168;9524;;;;;2808;;3298;;4661;3800;3135;3651;;;;;;;;537;;;;;;;;;;;;;;;;;;;;;;;;;;;170;813;;;;;;;184;305;;;;;;;;;;;8138;;;;;;;;537;;;;;;;;;;;;1081;;;;;;;;;;1505;;;;;;;;;;;;;;;;;;;;;;;;
163;Chemnitzer Umland - Erzgebirgskreis II;14;191550;202743;;;134560;133277;;;3115;2151;2125;1955;131445;131126;132435;131322;65157;54065;59939;49258;20517;19247;19178;19114;3006;14092;3594;16968;28783;33133;26434;33488;4874;5360;4282;5946;;;;;2903;;2522;;6205;5229;4307;4975;;;;;;;;463;;;;;;;;;;;;;;;;;;;;;;;;;;;158;829;;;;;;;121;281;;;;;;;;;;;9636;;;;;;;;504;;;;;;;;;;;;1760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;Erzgebirgskreis I;14;232499;247624;;;161718;159655;;;3800;2884;2968;2857;157918;156771;158750;156798;79318;63211;73098;60413;19143;17168;20114;18846;10246;23820;5828;22051;32472;37166;30741;39545;5051;5896;3964;5919;;;;;3263;;3008;;8425;7930;6398;7876;;;;;;;;618;;;;;;;;;;;;;;;;;;;;;;;;;;;183;1157;;;;;;;133;373;;;;;;;;;;;12119;;;;;;;;613;;;;;;;;;;;;2551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1580;;;
165;Zwickau;14;217679;229535;;;148305;145614;;;2723;2383;2251;2228;145582;143231;146054;143386;64857;55605;64872;51459;23033;20864;21686;21336;3996;13097;3924;17402;35847;40265;31061;39659;4334;6491;4653;6418;;;;;2744;;2589;;5918;5394;4664;5268;;;;;;;;517;;;;;;;;;;;;;;;;;;;;;;;;;1030;995;384;1011;;;;;;;175;316;;;;;;;;;;;8878;;;;;;;;478;;;;;;;;;;3823;;2690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;520;;;
166;Vogtlandkreis;14;201934;213732;;;138790;137330;;;2656;2421;2095;2276;136134;134909;136695;135054;65743;55128;60466;49522;28172;21393;21885;20227;3533;12755;3836;16882;26707;33586;27617;35235;3540;5849;4569;6781;;;;;2746;;2603;;5693;4908;4322;4772;;;;;;;;569;;;;;;;;;;;;;;;;;;;;;;1290;;;;;148;815;;;;;;;129;251;;;;;;;;;;;9095;;;;;;;;488;;;;;;;;;;;;1537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Sachsen;99;3406430;3518195;;;2368758;2285953;;;43865;36275;36106;33594;2324893;2249678;2332652;2252359;1080087;888018;994601;800898;375941;339102;340819;328753;55673;230005;71259;299135;500300;543805;467045;551461;103470;136047;113916;151283;;;;;57250;;58561;;99553;91451;76436;89611;;;;;;;;7148;;;;;;;;;;;;;;;;;;;;;;1290;;;11274;12382;5076;18789;;;;;554;436;2564;5281;;;;;;;;;;;157781;;;;;;2979;;9736;;;;;;;;;;27254;;34858;;;;;;;;;;3852;;;;;;;;1431;;;;;;;;;;;;5275;7142;;;

66;Altmark;15;172378;182677;;;107895;112980;;;1857;2552;1678;2742;106038;110428;106217;110238;44686;34501;44655;33330;18616;22070;20196;19516;1489;6558;2278;9725;32164;36910;26180;37034;2998;3725;3542;5212;;;;;2541;;1997;2422;2613;2461;2227;2318;;;;;;;;;;;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141;232;;;;;;;;;;;3826;;;;;;;;306;;;;;;;;;;931;;722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4203;;449;
67;Börde - Jerichower Land;15;228139;239481;;;141814;146265;;;2976;3411;2488;3224;138838;142854;139326;143041;61890;46686;60207;45060;32118;31994;27279;25606;3686;13914;3995;15368;29759;41040;30235;43781;3611;5041;4281;6081;;;;;4224;;2556;3320;;3446;2903;3033;;;;;;;;;;;232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;170;331;;;;;;;;;;;5380;;;;;;;;458;;;;;;;;;;2854;;1630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;696;733;;461;
68;Harz;15;224917;237308;;;132539;144565;;;2595;3140;2340;2705;129944;141425;130199;141860;59779;46720;56619;44482;24875;28783;24407;24355;1852;10250;2961;13296;29860;44002;29875;45736;4928;7796;4716;7148;;;;;2556;;2255;2902;3304;3871;2651;3285;1679;;;;;;;;;;293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;136;310;;;;;;;;;;;4924;;;;;;;;433;;;;;;;;;;1111;;929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;346;
69;Magdeburg;15;244267;249356;;;154404;150236;;;2836;2871;2378;2531;151568;147365;152026;147705;55046;45389;56982;41192;38153;32420;31763;27817;2090;9686;3687;13503;38231;47303;36473;47538;6073;8572;8490;10199;;;;;4153;;3654;4561;2786;2539;2272;2205;2758;;;;;;;;;;348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;403;612;280;402;;;;;;;;;;;6355;;;;;;;;466;;;;;;;;;;1875;;1256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;844;;288;
70;Dessau - Wittenberg;15;185954;197289;;;120805;122932;;;1836;2348;1758;2120;118969;120584;119047;120812;53048;43424;50633;38247;20545;22187;20354;19739;1489;8810;2892;12614;26015;36809;27136;37709;5196;5004;4703;6131;;;;;2053;;2160;3000;2814;2928;2799;2627;;;;;;;;;;;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;544;120;317;;;;;;;;;5575;;6050;;;;;;;;327;;;;;;;;;;2234;;1728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;878;;428;
71;Anhalt;15;236732;253026;;;140667;145615;;;2714;3498;2498;3330;137953;142117;138169;142285;56514;44726;57357;43574;21244;30774;23224;23590;2778;11119;3556;15040;39715;44803;35425;47363;2884;4938;3572;5296;;;;;1720;;2200;3105;3450;3719;3516;3377;;;;;;;;;;;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;389;900;283;490;;;;;;;;;6314;;6635;;;;;;;;389;;;;;;;;;;2945;;1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1138;;450;
72;Halle;15;219667;223268;;;143332;139785;;;2185;2462;2042;2185;141147;137323;141290;137600;51206;42430;53265;37004;32957;22341;25259;21684;2958;11760;4418;15974;36006;46272;34449;43617;5286;11056;10185;11950;;;;;2898;;3599;4306;1987;2483;2134;2234;;;;;;;;;;;297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;449;981;317;511;;;;;;;;;4768;;5879;;;;;;;;341;;;;;;;;;;1307;;1147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1325;;;320;
73;Burgenland - Saalekreis;15;201043;214081;;;123809;127503;;;2170;2535;1962;2474;121639;124968;121847;125029;54544;41281;52194;39777;18791;23592;19850;19513;1879;11224;3374;14153;31300;39610;28933;39876;4760;3950;3732;4740;;;;;2488;;2097;2541;4854;4399;3920;3792;;;;;;;;;;;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;151;257;;;;;;;;;;;5234;;;;;;;;475;;;;;;;;;;2581;;1695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;442;912;;380;
74;Mansfeld;15;217783;232086;;;132983;136840;;;2572;3127;2289;2738;130411;133713;130694;134102;54705;43014;53869;39645;23560;23028;22399;21030;2458;10818;3837;14574;35982;47051;33613;46802;3193;5465;3637;4977;;;;;3123;;2235;2623;4277;4337;3478;3713;;;;;;;;;;;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;331;;;;;;;;;;;5378;;;;;;;;485;;;;;;;;;;2232;;1403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;881;;;407;
15;Sachsen-Anhalt;99;1930880;2028572;;;1198248;1226721;;;21741;25944;19433;24049;1176507;1200777;1178815;1202672;491418;388171;485781;362311;230859;237189;214731;202850;20679;94139;30998;124247;299032;383800;282319;389456;38929;55547;46858;61734;;;;;25756;;22753;28780;26085;30183;25900;26584;4437;;;;;;;;;;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1241;3039;1798;3181;;;;;;;;;16657;;49661;;;;;;;;3680;;;;;;;;;;18070;;12358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3344;8709;;3529;

189;Eichsfeld - Nordhausen - Unstrut-Hainich-Kreis I;16;196621;204717;;;134013;136404;;;2008;1658;1858;1545;132005;134746;132155;134859;65784;57882;59234;51863;21826;22854;20182;22341;1825;9942;3661;14382;26091;33005;26322;32391;4129;5540;5293;6507;;;;;2702;;2366;2309;4371;3798;3767;3631;;;;;;;199;299;2671;1416;1646;1009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;127;;;;;;;;;;;6995;;;;;;;;;;;;;;;;;;2606;;2387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309;;;
190;Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis II;16;192663;201700;;;129904;131047;;;2312;1984;1989;1912;127592;129063;127915;129135;55220;44903;51442;42063;23564;29106;21731;23845;1927;8211;3123;11921;30220;35666;28787;36508;4129;4921;5121;6451;;;;;3450;;2682;2516;5969;4864;5144;4607;;;;;;;254;467;;;616;489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;199;268;;;;;;;;;;;6307;;;;;;;;;;;;;;;;;;3113;;2509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1392;;;
191;Kyffhäuserkreis - Sömmerda - Weimarer Land I;16;191261;201075;;;127906;128032;;;2487;1860;2283;1843;125419;126172;125623;126189;54350;42706;49099;39723;21469;22839;19365;21710;2253;9808;3672;12671;33239;39605;30821;37959;3948;5762;4734;6074;;;;;4551;;3071;2584;5609;4857;4645;4385;;;;;;;302;491;;;655;406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;146;186;;;;;;;;;;;7199;;;;;;;;;;;;;;;;;;;;1914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;595;;;
192;Gotha - Ilm-Kreis;16;205859;214510;;;141461;139919;;;2388;2112;2369;1971;139073;137807;139092;137948;51861;40063;53196;42479;34726;37032;23815;27092;1879;10056;3280;12393;28015;35942;30758;38257;4117;7391;6414;7608;;;;;3656;;3566;3992;4689;5475;4416;4924;;;;;;;343;513;;;734;499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;182;191;;;;;;;;;8063;;10309;;;;;;;;;;;;;;;;;;2067;;2079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1848;;;
193;Erfurt - Weimar - Weimarer Land II;16;224121;225534;;;156367;151129;;;2689;1962;2261;1637;153678;149167;154106;149492;56992;45899;53123;41750;36694;33468;27159;26879;1781;8889;4015;13419;35917;43013;35421;41765;9151;12129;13125;15620;;;;;5670;;4849;4955;4774;4149;3554;3760;;;;;;;267;451;;;1005;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;248;293;;;;;;;;;;;9328;;;;;;;;;;;;;;;;;;2699;;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1620;;;
194;Gera - Jena - Saale-Holzland-Kreis;16;238320;245228;;;168091;164803;;;2570;2274;2512;1893;165521;162529;165579;162910;59731;46590;57690;44951;30310;34658;26279;28034;2755;15695;4653;16832;44657;49344;42367;48724;7863;11471;11435;13243;;;;;3958;;4669;5519;4225;4771;4365;4209;;;;;;;300;574;1189;;1093;634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;241;190;;;;;;;;;9126;;10988;;;;;;;;;;;;;;;;;;1356;;1499;;;;;;351;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;Greiz - Altenburger Land;16;170746;182336;;;115990;116989;;;2289;1952;2117;1743;113701;115037;113873;115246;51013;42988;47580;37841;15873;20224;16213;19006;1791;9237;3032;12557;27627;33672;26173;33017;3211;4196;3842;4919;;;;;3207;;2462;2707;4187;4720;3876;4168;;;;;;;282;397;;;591;478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122;156;;;;;;;;;6792;;8523;;;;;;;;;;;;;;;;;;;;1177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;Sonneberg - Saalfeld-Rudolstadt - Saale-Orla-Kreis;16;218597;231447;;;147040;148939;;;3177;2261;2384;1845;143863;146678;144656;147094;59153;46726;54859;44770;28521;27824;23002;25004;3279;12534;3552;14342;37908;45820;35819;45439;5674;5684;5442;6654;;;;;;;3231;3340;7440;6574;5292;5978;;;;;;;343;615;;;895;557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;835;582;349;395;;;;;;;;;;;9807;;;;;;;;;;;;;;;;;;;;2065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1053;934;;;
197;Suhl - Schmalkalden-Meiningen - Hildburghausen;16;196071;207012;;;130631;130502;;;2099;1857;1937;1606;128532;128645;128694;128896;53979;39600;51060;38338;23519;27055;20968;22682;1792;10313;3113;12118;35147;41361;32147;40815;3704;5936;5105;6762;;;;;3586;;2603;3109;4772;4380;4048;3941;;;;;;;303;532;;;665;414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;154;185;;;;;;;;;;;6557;;;;;;;;;;;;;;;;;;2033;;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;Thüringen;99;1834259;1913559;;;1251403;1247764;;;22019;17920;19710;15995;1229384;1229844;1231693;1231769;508083;407357;477283;383778;236502;255060;198714;216593;19282;94685;32101;120635;298821;357428;288615;354875;45926;63030;60511;73838;;;;;30780;;29499;31031;46036;43588;39107;39603;;;;;;;2593;4339;3860;1416;7900;5086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;835;582;1744;1991;;;;;;;;;23981;;76013;;;;;;;;;;;;;;;;;;13874;;17613;;;;;;351;;;;;;;;;;;;;;;;;;;;;;;;1053;6698;;;

99;Bundesgebiet;;61946900;62168489;;;44309925;44005575;;;684883;757575;583069;634385;43625042;43248000;43726856;43371190;16233642;13856674;14921877;11828277;12843458;12079758;11252215;9990488;1028645;4076496;2083533;6316080;3585178;4791124;3755699;5155933;3180299;3977125;3694057;4643272;3544079;3191000;3243569;2830238;963623;46770;959177;847870;635135;768442;560828;635525;4437;16887;140366;230872;27299;30061;91193;193396;128209;105653;127088;132249;4478;17848;7449;120718;5324;37946;8578;100605;920;;25134;56399;28430;32324;57395;48311;2081;12052;18542;40370;17988;34894;12814;38706;2516;5794;8211;31957;12904;17512;24219;29261;1748;2550;28654;23015;;;4564;2957;810915;;2056985;;2680;;17743;;4815;;73854;;;;2245;;;;12148;;431640;;423977;;;;11349;;3861;;24719;;39388;;78674;;624;;;;1431;;;;1699;929;;1894;290;;;;77306;146161;;72797;
